geolocation_zip_code,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
9981,-23.713983,-46.611124,Diadema,SP
9990,-23.699880,-46.619678,Diadema,SP
9991,-23.697120,-46.617682,Diadema,SP
9992,-23.697684,-46.623335,Diadema,SP
9993,-23.701521,-46.624440,Diadema,SP
11010,-23.933595,-46.326482,Santos,SP
11013,-23.940718,-46.320317,Santos,SP
11015,-23.962337,-46.311512,Santos,SP
11020,-23.978266,-46.295559,Santos,SP
11025,-23.965564,-46.313464,Santos,SP
11030,-23.978990,-46.298496,Santos,SP
11031,-23.933047,-46.325557,Santos,SP
11035,-23.984397,-46.302443,Santos,SP
11040,-23.973005,-46.312719,Santos,SP
11045,-23.971657,-46.323410,Santos,SP
11050,-23.954469,-46.326809,Santos,SP
11055,-23.964534,-46.330935,Santos,SP
11060,-23.968965,-46.332964,Santos,SP
11065,-23.967036,-46.348440,Santos,SP
11070,-23.954324,-46.340507,Santos,SP
11075,-23.958290,-46.347419,Santos,SP
11080,-23.939897,-46.350354,Santos,SP
11081,-23.931925,-46.345282,Santos,SP
11082,-23.939137,-46.339711,Santos,SP
11085,-23.933970,-46.348134,Santos,SP
11086,-23.944486,-46.375988,Santos,SP
11087,-23.943542,-46.378357,Santos,SP
11088,-23.939138,-46.383063,Santos,SP
11089,-23.936140,-46.369609,Santos,SP
11090,-23.935310,-46.371656,Santos,SP
11095,-23.929321,-46.383447,Santos,SP
11200,-23.353054,-47.688328,Caruara,SP
11250,-23.826071,-46.140207,Bertioga,SP
11310,-23.970070,-46.386130,Sao Vicente,SP
11320,-23.973206,-46.372134,Sao Vicente,SP
11325,-23.989897,-46.393568,Sao Vicente,SP
11330,-23.974635,-46.406802,Sao Vicente,SP
11335,-23.966670,-46.411234,Sao Vicente,SP
11340,-23.957174,-46.410085,Sao Vicente,SP
11345,-23.991074,-46.478732,Sao Vicente,SP
11346,-23.979342,-46.494449,Sao Vicente,SP
11347,-23.976583,-46.455076,Sao Vicente,SP
11348,-23.952989,-46.459516,Sao Vicente,SP
11349,-23.950341,-46.463888,Sao Vicente,SP
11350,-23.960988,-46.413719,Sao Vicente,SP
11355,-23.941616,-46.408230,Sao Vicente,SP
11360,-23.942307,-46.393826,Sao Vicente,SP
11365,-23.958664,-46.395028,Sao Vicente,SP
11370,-23.955989,-46.387025,Sao Vicente,SP
11374,-23.990167,-46.471937,Sao Vicente,SP
11380,-23.955828,-46.373531,Sao Vicente,SP
11390,-23.961764,-46.387392,Sao Vicente,SP
11410,-23.993292,-46.254357,Guaruja,SP
11420,-24.007027,-46.273802,Guaruja,SP
11421,-24.014479,-46.278500,Guaruja,SP
11425,-23.997792,-46.302034,Guaruja,SP
11430,-23.990424,-46.290018,Guaruja,SP
11431,-23.992281,-46.272535,Guaruja,SP
11432,-23.984485,-46.273702,Guaruja,SP
11435,-23.976462,-46.258138,Guaruja,SP
11436,-23.975451,-46.251844,Guaruja,SP
11438,-23.964200,-46.247443,Guaruja,SP
11440,-23.984746,-46.247728,Guaruja,SP
11441,-23.979906,-46.228663,Guaruja,SP
11442,-23.978621,-46.215355,Guaruja,SP
11443,-23.979516,-46.200556,Guaruja,SP
11444,-23.959158,-46.180818,Guaruja,SP
11445,-23.961440,-46.195473,Guaruja,SP
11446,-23.948793,-46.173609,Guaruja,SP
11449,-23.975908,-46.194566,Guaruja,SP
11450,-23.942210,-46.302881,Guaruja,SP
11451,-23.945278,-46.289366,Guaruja,SP
11453,-23.935763,-46.285012,Guaruja,SP
11454,-23.942754,-46.285705,Guaruja,SP
11460,-23.987900,-46.263910,Guaruja,SP
11461,-23.949687,-46.282609,Guaruja,SP
11462,-23.952564,-46.287628,Guaruja,SP
11463,-23.947915,-46.299844,Guaruja,SP
11470,-23.958017,-46.282585,Guaruja,SP
11471,-23.964880,-46.272307,Guaruja,SP
11472,-23.973673,-46.271017,Guaruja,SP
11473,-23.952112,-46.291118,Guaruja,SP
11495,-23.962058,-46.249806,Guaruja,SP
11497,-23.963387,-46.244509,Guaruja,SP
11500,-23.880368,-46.415562,Cubatao,SP
11505,-23.875381,-46.421392,Cubatao,SP
11510,-23.884992,-46.423337,Cubatao,SP
11515,-23.891545,-46.430927,Cubatao,SP
11520,-23.897953,-46.423912,Cubatao,SP
11523,-23.902730,-46.425340,Cubatao,SP
11525,-23.896310,-46.428812,Cubatao,SP
11530,-23.929042,-46.401010,Cubatao,SP
11531,-23.924514,-46.405925,Cubatao,SP
11533,-23.929085,-46.404050,Cubatao,SP
11534,-23.919493,-46.425647,Cubatao,SP
11535,-23.933243,-46.428778,Cubatao,SP
11538,-23.900196,-46.429994,Cubatao,SP
11540,-23.874425,-46.446703,Cubatao,SP
11542,-23.912501,-46.462946,Cubatao,SP
11543,-23.882181,-46.453098,Cubatao,SP
11548,-23.878208,-46.417891,Cubatao,SP
11550,-23.878245,-46.426564,Cubatao,SP
11555,-23.880914,-46.450250,Cubatao,SP
11570,-23.836604,-46.371926,Cubatao,SP
11573,-23.883458,-46.428161,Cubatao,SP
11600,-23.802596,-45.403783,Sao Sebastiao,SP
11601,-23.716879,-45.432960,Sao Sebastiao,SP
11602,-23.726475,-45.426581,Sao Sebastiao,SP
11603,-23.731665,-45.403756,Sao Sebastiao,SP
11604,-23.766586,-45.407207,Sao Sebastiao,SP
11605,-23.770712,-45.404723,Sao Sebastiao,SP
11606,-23.779334,-45.399746,Sao Sebastiao,SP
11608,-23.802277,-45.400928,Sao Sebastiao,SP
11609,-23.798696,-45.407783,Sao Sebastiao,SP
11610,-23.810142,-45.408518,Sao Sebastiao,SP
11611,-23.819571,-45.411928,Sao Sebastiao,SP
11612,-23.767821,-45.405194,Sao Sebastiao,SP
11614,-23.820313,-45.459737,Sao Sebastiao,SP
11615,-23.815940,-45.530234,Sao Sebastiao,SP
11617,-23.802841,-45.548435,Sao Sebastiao,SP
11618,-23.784102,-45.623028,Sao Sebastiao,SP
11619,-23.775463,-45.648624,Sao Sebastiao,SP
11620,-23.792987,-45.555633,Maresias,SP
11621,-23.772837,-45.683690,Sao Sebastiao,SP
11622,-23.771255,-45.688817,Sao Sebastiao,SP
11623,-23.765232,-45.723794,Sao Sebastiao,SP
11624,-23.762490,-45.782661,Sao Sebastiao,SP
11625,-23.764109,-45.788413,Sao Sebastiao,SP
11626,-23.754322,-45.825982,Sao Sebastiao,SP
11628,-23.790077,-45.574900,Maresias,SP
11629,-23.755507,-45.417854,Sao Sebastiao,SP
11630,-23.779297,-45.354486,Ilhabela,SP
11660,-23.625727,-45.416749,Caraguatatuba,SP
11661,-23.616016,-45.400629,Caraguatatuba,SP
11662,-23.622348,-45.382279,Caraguatatuba,SP
11663,-23.604989,-45.374502,Caraguatatuba,SP
11664,-23.612960,-45.391212,Caraguatatuba,SP
11665,-23.633584,-45.420305,Caraguatatuba,SP
11666,-23.672105,-45.461795,Caraguatatuba,SP
11667,-23.687485,-45.431732,Caraguatatuba,SP
11668,-23.713137,-45.437307,Caraguatatuba,SP
11669,-23.697455,-45.442635,Caraguatatuba,SP
11670,-23.693227,-45.453342,Caraguatatuba,SP
11671,-23.673749,-45.445312,Caraguatatuba,SP
11672,-23.666491,-45.447424,Caraguatatuba,SP
11673,-23.639946,-45.433559,Caraguatatuba,SP
11674,-23.625393,-45.432557,Caraguatatuba,SP
11675,-23.623623,-45.426238,Caraguatatuba,SP
11676,-23.603763,-45.364864,Caraguatatuba,SP
11677,-23.581250,-45.334357,Caraguatatuba,SP
11678,-23.661354,-45.445956,Caraguatatuba,SP
11679,-23.620732,-45.411231,Caraguatatuba,SP
11680,-23.575472,-45.272791,Ubatuba,SP
11700,-24.013231,-46.406321,Praia Grande,SP
11701,-24.013472,-46.419194,Praia Grande,SP
11702,-24.014190,-46.443076,Praia Grande,SP
11703,-24.023037,-46.461058,Praia Grande,SP
11704,-24.025087,-46.473234,Praia Grande,SP
11705,-24.031923,-46.502565,Praia Grande,SP
11706,-24.045694,-46.523654,Praia Grande,SP
11707,-24.052787,-46.536292,Praia Grande,SP
11708,-24.065785,-46.557914,Praia Grande,SP
11709,-24.084303,-46.601556,Praia Grande,SP
11710,-24.076551,-46.590829,Praia Grande,SP
11711,-24.024824,-46.494394,Praia Grande,SP
11712,-24.037965,-46.528893,Praia Grande,SP
11713,-24.029999,-46.514597,Praia Grande,SP
11714,-24.022546,-46.505779,Praia Grande,SP
11717,-24.024838,-46.499103,Praia Grande,SP
11718,-24.016557,-46.476691,Praia Grande,SP
11719,-24.015394,-46.467210,Praia Grande,SP
11720,-24.005678,-46.455981,Praia Grande,SP
11721,-24.010537,-46.447468,Praia Grande,SP
11722,-23.999056,-46.452903,Praia Grande,SP
11723,-24.001910,-46.427445,Praia Grande,SP
11724,-24.000913,-46.432430,Praia Grande,SP
11725,-24.000662,-46.421695,Praia Grande,SP
11726,-23.993758,-46.406078,Praia Grande,SP
11730,-24.101870,-46.650366,Mongagua,SP
11740,-24.159540,-46.768637,Itanhaem,SP
11750,-24.297861,-46.990061,Peruibe,SP
11760,-24.289849,-47.176127,Itariri,SP
11770,-24.303711,-47.066069,Ana Dias,SP
11790,-24.274007,-47.234215,Pedro De Toledo,SP
11800,-24.316572,-47.630638,Juquia,SP
11850,-24.286089,-47.457552,Miracatu,SP
11900,-24.494974,-47.852222,Registro,SP
11910,-24.385186,-47.927532,Sete Barras,SP
11920,-24.700498,-47.562931,Iguape,SP
11925,-24.752133,-47.563691,Ilha Comprida,SP
11930,-24.718113,-47.872481,Pariquera-Acu,SP
11940,-24.706932,-48.007165,Jacupiranga,SP
11950,-24.722853,-48.106036,Cajati,SP
11955,-24.759782,-48.505210,Barra Do Turvo,SP
11960,-24.521304,-48.109298,Eldorado,SP
11990,-25.011812,-47.930451,Cananeia,SP
12010,-23.032742,-45.558295,Taubate,SP
12020,-23.019524,-45.553232,Taubate,SP
12030,-23.028008,-45.568360,Taubate,SP
12031,-23.037194,-45.582311,Taubate,SP
12032,-23.025533,-45.585295,Taubate,SP
12040,-23.034465,-45.591290,Taubate,SP
12041,-23.024800,-45.573945,Taubate,SP
12042,-23.037977,-45.603869,Taubate,SP
12043,-23.028735,-45.628327,Taubate,SP
12045,-23.047091,-45.628675,Taubate,SP
12050,-23.022326,-45.579146,Taubate,SP
12051,-23.090285,-45.610297,Taubate,SP
12052,-23.011757,-45.573984,Taubate,SP
12053,-23.011996,-45.576958,Taubate,SP
12054,-23.027343,-45.586123,Taubate,SP
12060,-23.015716,-45.556535,Taubate,SP
12061,-22.993023,-45.560310,Taubate,SP
12062,-23.000329,-45.552211,Taubate,SP
12070,-23.012290,-45.539376,Taubate,SP
12071,-23.002047,-45.530066,Taubate,SP
12072,-23.009197,-45.523970,Taubate,SP
12080,-23.022012,-45.550439,Taubate,SP
12081,-23.026901,-45.530838,Taubate,SP
12082,-23.038698,-45.540998,Taubate,SP
12085,-23.018184,-45.520908,Taubate,SP
12086,-23.047083,-45.516382,Taubate,SP
12090,-23.042919,-45.543996,Taubate,SP
12091,-23.043633,-45.571937,Taubate,SP
12092,-23.056408,-45.589061,Taubate,SP
12093,-23.072204,-45.563418,Taubate,SP
12095,-23.075220,-45.538807,Taubate,SP
12120,-22.986932,-45.558856,Tremembe,SP
12130,-23.086853,-45.192780,Lagoinha,SP
12140,-23.222925,-45.312673,Sao Luis Do Paraitinga,SP
12150,-23.246340,-45.203726,Catucaba,SP
12170,-23.254221,-45.506069,Redencao Da Serra,SP
12180,-23.376161,-45.444458,Natividade Da Serra,SP
12209,-23.175510,-45.872941,Sao Jose Dos Campos,SP
12210,-23.181369,-45.883570,Sao Jose Dos Campos,SP
12211,-23.160177,-45.899135,Sao Jose Dos Campos,SP
12212,-23.098030,-45.812887,Sao Jose Dos Campos,SP
12213,-23.143667,-45.903238,Sao Jose Dos Campos,SP
12214,-23.159650,-45.916995,Sao Jose Dos Campos,SP
12215,-23.185237,-45.872904,Sao Jose Dos Campos,SP
12216,-23.191527,-45.866565,Sao Jose Dos Campos,SP
12220,-23.186981,-45.861384,Sao Jose Dos Campos,SP
12221,-23.172768,-45.850291,Sao Jose Dos Campos,SP
12223,-23.180794,-45.835479,Sao Jose Dos Campos,SP
12224,-23.172144,-45.810685,Sao Jose Dos Campos,SP
12225,-23.180722,-45.811669,Sao Jose Dos Campos,SP
12226,-23.213328,-45.815293,Sao Jose Dos Campos,SP
12227,-23.211955,-45.852958,Sao Jose Dos Campos,SP
12228,-23.178720,-45.951783,Sao Jose Dos Campos,SP
12229,-23.275437,-45.868319,Sao Jose Dos Campos,SP
12230,-23.217523,-45.888893,Sao Jose Dos Campos,SP
12231,-23.236317,-45.878922,Sao Jose Dos Campos,SP
12232,-23.273723,-45.886683,Sao Jose Dos Campos,SP
12233,-23.251712,-45.890033,Sao Jose Dos Campos,SP
12234,-23.279931,-45.895612,Sao Jose Dos Campos,SP
12235,-23.227785,-45.900151,Sao Jose Dos Campos,SP
12236,-23.241729,-45.896228,Sao Jose Dos Campos,SP
12237,-23.243634,-45.911010,Sao Jose Dos Campos,SP
12238,-23.253214,-45.933775,Sao Jose Dos Campos,SP
12239,-23.263007,-45.903118,Sao Jose Dos Campos,SP
12240,-23.219740,-45.910801,Sao Jose Dos Campos,SP
12241,-23.231102,-45.924500,Sao Jose Dos Campos,SP
12242,-23.202297,-45.908692,Sao Jose Dos Campos,SP
12243,-23.196070,-45.893030,Sao Jose Dos Campos,SP
12244,-23.205201,-45.959906,Sao Jose Dos Campos,SP
12245,-23.204385,-45.885767,Sao Jose Dos Campos,SP
12246,-23.216827,-45.905761,Sao Jose Dos Campos,SP
12247,-23.136050,-45.772763,Sao Jose Dos Campos,SP
12248,-23.168245,-45.804549,Sao Jose Dos Campos,SP
12249,-22.910477,-45.960668,Sao Francisco Xavier,SP
12250,-22.944347,-45.837797,Monteiro Lobato,SP
12260,-23.389057,-45.664947,Paraibuna,SP
12270,-23.258908,-45.692923,Jambeiro,SP
12280,-23.087481,-45.708783,Cacapava,SP
12281,-23.111138,-45.704776,Cacapava,SP
12282,-23.101642,-45.702898,Cacapava,SP
12283,-23.099483,-45.685517,Cacapava,SP
12284,-23.108305,-45.695484,Cacapava,SP
12285,-23.116832,-45.708980,Cacapava,SP
12286,-23.100151,-45.710881,Cacapava,SP
12287,-23.101627,-45.711827,Cacapava,SP
12288,-23.093232,-45.709276,Cacapava,SP
12289,-23.072151,-45.715065,Cacapava,SP
12290,-23.057155,-45.712736,Cacapava,SP
12294,-23.136282,-45.721676,Cacapava,SP
12295,-23.188411,-45.734693,Cacapava,SP
12297,-23.088152,-45.690331,Cacapava,SP
12301,-23.274098,-45.940095,Jacarei,SP
12302,-23.259031,-45.932595,Jacarei,SP
12305,-23.268501,-45.946748,Jacarei,SP
12306,-23.291653,-45.948209,Jacarei,SP
12307,-23.300758,-45.953215,Jacarei,SP
12308,-23.307817,-45.966237,Jacarei,SP
12309,-23.314671,-45.947824,Jacarei,SP
12310,-23.295626,-45.947578,Jacarei,SP
12311,-23.281344,-45.933886,Jacarei,SP
12312,-23.301654,-45.930236,Jacarei,SP
12315,-23.319775,-45.923899,Jacarei,SP
12316,-23.316483,-45.938073,Jacarei,SP
12318,-23.317974,-45.950047,Jacarei,SP
12319,-23.324326,-45.973388,Jacarei,SP
12320,-23.313517,-45.974151,Jacarei,SP
12321,-23.292174,-45.985253,Jacarei,SP
12322,-23.309196,-45.982244,Jacarei,SP
12323,-23.333024,-45.995989,Jacarei,SP
12324,-23.315922,-45.997373,Jacarei,SP
12325,-23.305233,-46.015906,Jacarei,SP
12326,-23.324240,-46.045648,Jacarei,SP
12327,-23.304954,-45.971456,Jacarei,SP
12328,-23.295821,-45.965292,Jacarei,SP
12329,-23.277004,-45.918145,Jacarei,SP
12330,-23.298580,-46.029952,Jacarei,SP
12331,-23.265980,-46.067057,Jacarei,SP
12333,-23.231792,-46.069908,Jacarei,SP
12334,-23.280962,-46.006091,Jacarei,SP
12335,-23.264056,-45.964704,Jacarei,SP
12340,-23.364321,-46.025635,Jacarei,SP
12341,-23.293576,-45.985105,Jacarei,SP
12350,-23.204927,-46.157066,Igarata,SP
12380,-23.398336,-45.885277,Santa Branca,SP
12400,-22.925522,-45.457613,Pindamonhangaba,SP
12401,-22.920946,-45.465514,Pindamonhangaba,SP
12402,-22.916943,-45.450398,Pindamonhangaba,SP
12403,-22.927325,-45.455671,Pindamonhangaba,SP
12404,-22.918548,-45.429896,Pindamonhangaba,SP
12405,-22.924207,-45.436789,Pindamonhangaba,SP
12410,-22.933648,-45.461331,Pindamonhangaba,SP
12411,-22.933862,-45.429216,Pindamonhangaba,SP
12412,-22.944801,-45.460516,Pindamonhangaba,SP
12413,-22.949421,-45.408625,Pindamonhangaba,SP
12414,-22.950864,-45.403053,Pindamonhangaba,SP
12415,-22.960765,-45.407387,Pindamonhangaba,SP
12420,-22.948016,-45.462025,Pindamonhangaba,SP
12421,-22.947823,-45.467812,Pindamonhangaba,SP
12422,-22.938393,-45.476639,Pindamonhangaba,SP
12423,-22.949061,-45.501509,Pindamonhangaba,SP
12424,-22.957038,-45.471935,Pindamonhangaba,SP
12425,-22.931412,-45.480294,Pindamonhangaba,SP
12426,-22.949724,-45.499773,Pindamonhangaba,SP
12440,-22.913763,-45.369969,Pindamonhangaba,SP
12441,-22.943576,-45.458573,Pindamonhangaba,SP
12442,-22.944489,-45.395185,Pindamonhangaba,SP
12443,-22.897805,-45.367909,Pindamonhangaba,SP
12444,-22.897922,-45.377449,Pindamonhangaba,SP
12445,-22.888981,-45.381703,Pindamonhangaba,SP
12446,-22.888186,-45.368174,Pindamonhangaba,SP
12450,-22.824355,-45.661150,Santo Antonio Do Pinhal,SP
12460,-22.733600,-45.581240,Campos Do Jordao,SP
12490,-22.681185,-45.727300,Sao Bento Do Sapucai,SP
12500,-22.814558,-45.193494,Guaratingueta,SP
12501,-22.817486,-45.193065,Guaratingueta,SP
12502,-22.816751,-45.183193,Guaratingueta,SP
12503,-22.821995,-45.194831,Guaratingueta,SP
12504,-22.824843,-45.203949,Guaratingueta,SP
12505,-22.813222,-45.201732,Guaratingueta,SP
12506,-22.803943,-45.208558,Guaratingueta,SP
12507,-22.805725,-45.242960,Guaratingueta,SP
12508,-22.793411,-45.269963,Guaratingueta,SP
12509,-22.800412,-45.221143,Guaratingueta,SP
12510,-22.785314,-45.233799,Guaratingueta,SP
12511,-22.804312,-45.202928,Guaratingueta,SP
12512,-22.790307,-45.211077,Guaratingueta,SP
12513,-22.767831,-45.196582,Guaratingueta,SP
12514,-22.797220,-45.195121,Guaratingueta,SP
12515,-22.807124,-45.179827,Guaratingueta,SP
12516,-22.799060,-45.191624,Guaratingueta,SP
12517,-22.795905,-45.186395,Guaratingueta,SP
12518,-22.784317,-45.182886,Guaratingueta,SP
12519,-22.775779,-45.183026,Guaratingueta,SP
12520,-22.810809,-45.179825,Guaratingueta,SP
12521,-22.776449,-45.162086,Guaratingueta,SP
12522,-22.776984,-45.141165,Guaratingueta,SP
12523,-22.784448,-45.147212,Guaratingueta,SP
12524,-22.793602,-45.162065,Guaratingueta,SP
12525,-22.840587,-45.254484,Potim,SP
12530,-23.073238,-44.957783,Cunha,SP
12540,-23.072830,-44.951820,Campos De Cunha,SP
12570,-22.832818,-45.225120,Aparecida,SP
12580,-22.894756,-45.308601,Roseira,SP
12600,-22.728478,-45.121703,Lorena,SP
12601,-22.739542,-45.135168,Lorena,SP
12602,-22.726590,-45.121522,Lorena,SP
12603,-22.724508,-45.105406,Lorena,SP
12604,-22.731576,-45.114702,Lorena,SP
12605,-22.733677,-45.094788,Lorena,SP
12606,-22.740238,-45.105567,Lorena,SP
12607,-22.736872,-45.118166,Lorena,SP
12608,-22.741250,-45.124859,Lorena,SP
12609,-22.749728,-45.121016,Lorena,SP
12610,-22.757591,-45.129391,Lorena,SP
12611,-22.743464,-45.134539,Lorena,SP
12615,-22.704330,-45.051957,Canas,SP
12620,-22.608838,-45.181378,Piquete,SP
12630,-22.659038,-45.011641,Cachoeira Paulista,SP
12690,-22.676286,-44.859423,Silveiras,SP
12701,-22.575921,-44.961713,Cruzeiro,SP
12702,-22.590389,-44.963041,Cruzeiro,SP
12703,-22.584153,-44.972152,Cruzeiro,SP
12704,-22.580100,-44.983893,Cruzeiro,SP
12705,-22.578080,-44.966683,Cruzeiro,SP
12710,-22.571759,-44.955697,Cruzeiro,SP
12711,-22.563192,-44.967524,Cruzeiro,SP
12712,-22.556495,-44.959581,Cruzeiro,SP
12720,-22.562859,-44.948889,Cruzeiro,SP
12721,-22.556999,-44.946586,Cruzeiro,SP
12722,-22.560184,-44.935165,Cruzeiro,SP
12723,-22.560501,-44.931593,Cruzeiro,SP
12730,-22.574929,-44.948279,Cruzeiro,SP
12760,-22.559663,-44.923747,Lavrinhas,SP
12800,-22.545852,-44.779691,Queluz,SP
12820,-22.580106,-44.698029,Areias,SP
12830,-22.645509,-44.583482,Sao Jose Do Barreiro,SP
12850,-22.704277,-44.319183,Bananal,SP
12870,-22.675260,-44.444586,Arapei,SP
12900,-22.954980,-46.541254,Braganca Paulista,SP
12902,-22.958279,-46.547308,Braganca Paulista,SP
12903,-22.949070,-46.552024,Braganca Paulista,SP
12904,-22.942102,-46.552481,Braganca Paulista,SP
12906,-22.937413,-46.547201,Braganca Paulista,SP
12908,-22.936448,-46.539312,Braganca Paulista,SP
12910,-22.951490,-46.529072,Braganca Paulista,SP
12912,-22.956151,-46.536758,Braganca Paulista,SP
12913,-22.960253,-46.527803,Braganca Paulista,SP
12914,-22.968569,-46.538808,Braganca Paulista,SP
12916,-22.981502,-46.531165,Braganca Paulista,SP
12917,-22.981160,-46.545494,Braganca Paulista,SP
12918,-22.969104,-46.575468,Braganca Paulista,SP
12919,-22.971725,-46.549930,Braganca Paulista,SP
12922,-22.916253,-46.552602,Braganca Paulista,SP
12924,-22.869284,-46.529694,Braganca Paulista,SP
12926,-22.915926,-46.545648,Braganca Paulista,SP
12927,-22.912863,-46.530162,Braganca Paulista,SP
12929,-22.938214,-46.517030,Braganca Paulista,SP
12930,-22.810873,-46.696690,Tuiuti,SP
12935,-22.892282,-46.421564,Vargem,SP
12940,-23.114823,-46.556605,Atibaia,SP
12941,-23.120498,-46.529909,Atibaia,SP
12942,-23.122873,-46.565524,Atibaia,SP
12943,-23.130911,-46.568186,Atibaia,SP
12944,-23.111417,-46.545160,Atibaia,SP
12945,-23.114485,-46.536750,Atibaia,SP
12946,-23.149456,-46.549311,Atibaia,SP
12947,-23.147466,-46.555144,Atibaia,SP
12948,-23.210000,-46.590308,Atibaia,SP
12949,-23.151306,-46.578210,Atibaia,SP
12950,-23.135740,-46.583299,Atibaia,SP
12951,-23.121621,-46.576656,Atibaia,SP
12952,-23.115260,-46.593882,Atibaia,SP
12953,-23.095373,-46.600293,Atibaia,SP
12954,-23.032150,-46.540741,Atibaia,SP
12955,-23.174571,-46.476562,Bom Jesus Dos Perdoes,SP
12960,-23.162673,-46.394720,Nazare Paulista,SP
12970,-23.055127,-46.356648,Piracaia,SP
12980,-22.929318,-46.273400,Joanopolis,SP
12990,-22.801570,-46.486538,Pedra Bela,SP
12995,-22.779487,-46.595732,Pinhalzinho,SP
13010,-22.905263,-47.049884,Campinas,SP
13012,-22.903094,-47.060657,Campinas,SP
13013,-22.902508,-47.070158,Campinas,SP
13015,-22.896466,-47.060499,Campinas,SP
13020,-22.898802,-47.066652,Campinas,SP
13023,-22.889027,-47.060526,Campinas,SP
13024,-22.893149,-47.059928,Campinas,SP
13025,-22.897482,-47.049941,Campinas,SP
13026,-22.907128,-47.052956,Campinas,SP
13030,-22.923941,-47.072537,Campinas,SP
13031,-22.919529,-47.079187,Campinas,SP
13032,-22.907003,-47.081982,Campinas,SP
13033,-22.899070,-47.102627,Campinas,SP
13034,-22.911017,-47.096141,Campinas,SP
13035,-22.912116,-47.083939,Campinas,SP
13036,-22.918818,-47.067771,Campinas,SP
13040,-22.938404,-47.054856,Campinas,SP
13041,-22.918166,-47.054668,Campinas,SP
13042,-22.928895,-47.054573,Campinas,SP
13043,-22.929199,-47.043304,Campinas,SP
13044,-22.944110,-47.039053,Campinas,SP
13045,-22.930112,-47.035552,Campinas,SP
13046,-22.933146,-47.023532,Campinas,SP
13049,-22.975299,-47.074945,Campinas,SP
13050,-22.954584,-47.095009,Campinas,SP
13051,-22.951364,-47.023398,Campinas,SP
13052,-22.987722,-47.101706,Campinas,SP
13053,-23.042669,-47.107036,Campinas,SP
13054,-22.983787,-47.122081,Campinas,SP
13055,-23.041765,-47.133340,Campinas,SP
13056,-22.981485,-47.137512,Campinas,SP
13057,-22.978272,-47.178292,Campinas,SP
13058,-22.955972,-47.195350,Campinas,SP
13059,-22.938683,-47.129458,Campinas,SP
13060,-22.945297,-47.120962,Campinas,SP
13061,-22.907317,-47.118303,Campinas,SP
13063,-22.893246,-47.106800,Campinas,SP
13064,-22.894260,-47.153540,Campinas,SP
13065,-22.886268,-47.129048,Campinas,SP
13067,-22.873113,-47.144483,Campinas,SP
13068,-22.910857,-47.063942,Campinas,SP
13069,-22.842688,-47.148693,Campinas,SP
13070,-22.900593,-47.079893,Campinas,SP
13073,-22.887282,-47.061190,Campinas,SP
13075,-22.885195,-47.060867,Campinas,SP
13076,-22.884048,-47.060399,Campinas,SP
13077,-22.875268,-47.042827,Campinas,SP
13080,-22.853689,-47.067658,Campinas,SP
13081,-22.861016,-47.065282,Campinas,SP
13082,-22.829167,-47.098869,Campinas,SP
13083,-22.825046,-47.069011,Campinas,SP
13084,-22.816072,-47.096102,Campinas,SP
13085,-22.802287,-47.081985,Campinas,SP
13086,-22.816924,-47.044785,Campinas,SP
13087,-22.845348,-47.054970,Campinas,SP
13088,-22.855545,-47.043854,Campinas,SP
13090,-22.888645,-47.033132,Campinas,SP
13091,-22.860753,-47.028842,Campinas,SP
13092,-22.894856,-47.040216,Campinas,SP
13096,-22.926746,-47.032373,Campinas,SP
13097,-22.844393,-47.022930,Campinas,SP
13098,-22.819944,-47.017990,Campinas,SP
13099,-22.758926,-47.017576,Campinas,SP
13100,-22.908170,-47.036218,Campinas,SP
13101,-22.927569,-47.020756,Campinas,SP
13104,-22.855496,-46.975788,Campinas,SP
13105,-22.887795,-46.976519,Campinas,SP
13106,-22.888107,-47.058492,Campinas,SP
13107,-22.878116,-46.957173,Campinas,SP
13108,-22.886718,-46.943975,Campinas,SP
13140,-22.771456,-47.151320,Paulinia,SP
13141,-22.798557,-47.144493,Paulinia,SP
13142,-22.791167,-47.187451,Paulinia,SP
13144,-22.753853,-47.201205,Paulinia,SP
13145,-22.734142,-47.178413,Paulinia,SP
13146,-22.721509,-47.168766,Paulinia,SP
13147,-22.733134,-47.140265,Paulinia,SP
13148,-22.776505,-47.097962,Paulinia,SP
13150,-22.642404,-47.191878,Cosmopolis,SP
13152,-22.632520,-47.172764,Cosmopolis,SP
13154,-22.634032,-47.177695,Cosmopolis,SP
13155,-22.626658,-47.191193,Cosmopolis,SP
13157,-22.632059,-47.198748,Cosmopolis,SP
13160,-22.579782,-47.181041,Artur Nogueira,SP
13165,-22.488348,-47.208217,Engenheiro Coelho,SP
13170,-22.810727,-47.280810,Sumare,SP
13171,-22.834837,-47.269245,Sumare,SP
13172,-22.814634,-47.288737,Sumare,SP
13173,-22.802410,-47.277604,Sumare,SP
13174,-22.818479,-47.255668,Sumare,SP
13175,-22.822531,-47.240244,Sumare,SP
13176,-22.901114,-47.274131,Sumare,SP
13177,-22.810657,-47.227565,Sumare,SP
13178,-22.802391,-47.190312,Sumare,SP
13179,-22.822350,-47.169150,Sumare,SP
13180,-22.842617,-47.160230,Sumare,SP
13181,-22.850428,-47.188336,Sumare,SP
13183,-22.850675,-47.215764,Hortolandia,SP
13184,-22.863337,-47.178237,Hortolandia,SP
