customers_id,customer_unique_id,customer_zip_code,customer_city,customer_state
10224,SP- 30892,5329,Sao Paulo,SP
10225,RS- 2359,97035,Santa Maria,RS
10226,SP- 25916,11420,Guaruja,SP
10227,MG- 6450,37460,Passa Quatro,MG
10228,SP- 15198,15085,Sao Jose Do Rio Preto,SP
10229,SP- 41050,13054,Campinas,SP
10230,PR- 976,85960,Marechal Candido Rondon,PR
10231,PR- 4068,85555,Palmas,PR
10232,SP- 41304,14055,Ribeirao Preto,SP
10233,ES- 437,29845,Boa Esperanca,ES
10234,RS- 4050,95900,Lajeado,RS
10235,BA- 2417,40370,Salvador,BA
10236,MG- 9151,32665,Betim,MG
10237,SP- 12443,6410,Barueri,SP
10238,SP- 38142,5684,Sao Paulo,SP
10239,SP- 14728,9781,Sao Bernardo Do Campo,SP
10240,SP- 22495,7052,Guarulhos,SP
10241,RJ- 4924,26050,Nova Iguacu,RJ
10242,BA- 1334,40320,Salvador,BA
10243,SP- 13558,13700,Casa Branca,SP
10244,MG- 2170,32146,Contagem,MG
10245,SP- 5653,3718,Sao Paulo,SP
10246,SP- 10672,4014,Sao Paulo,SP
10247,MG- 11496,38702,Patos De Minas,MG
10248,RJ- 3172,20720,Rio De Janeiro,RJ
10249,RS- 4424,92130,Canoas,RS
10250,RJ- 12244,25225,Duque De Caxias,RJ
10251,RS- 4219,91787,Porto Alegre,RS
10252,SP- 11349,11055,Santos,SP
10253,SP- 33483,2404,Sao Paulo,SP
10254,RS- 3286,93037,Sao Leopoldo,RS
10255,SP- 18312,9139,Santo Andre,SP
10256,RS- 695,95940,Arroio Do Meio,RS
10257,MG- 10903,32673,Betim,MG
10258,SP- 17852,7911,Francisco Morato,SP
10259,SC- 3569,88330,Balneario Camboriu,SC
10260,RS- 2799,90130,Porto Alegre,RS
10261,SC- 2855,88047,Florianopolis,SC
10262,PR- 1139,84032,Ponta Grossa,PR
10263,SP- 13289,4776,Sao Paulo,SP
10264,SP- 12887,18730,Itai,SP
10265,MG- 7828,36305,Sao Joao Del Rei,MG
10266,RS- 3860,95520,Osorio,RS
10267,SP- 7187,8270,Sao Paulo,SP
10268,SP- 12408,13140,Paulinia,SP
10269,SP- 35291,13100,Campinas,SP
10270,SP- 16885,13840,Mogi-Guacu,SP
10271,SP- 14127,7124,Guarulhos,SP
10272,MG- 5376,38444,Araguari,MG
10273,SP- 34024,8440,Sao Paulo,SP
10274,MG- 8300,38742,Patrocinio,MG
10275,SP- 20438,14140,Cravinhos,SP
10276,SC- 1904,88914,Balneario Arroio Do Silva,SC
10277,ES- 1648,29704,Colatina,ES
10278,SP- 6861,14406,Franca,SP
10279,SP- 8403,7080,Guarulhos,SP
10280,CE- 236,63515,Quixelo,CE
10281,MG- 4110,31742,Belo Horizonte,MG
10282,RJ- 1888,20271,Rio De Janeiro,RJ
10283,RJ- 6384,25565,Sao Joao De Meriti,RJ
10284,SP- 18813,4707,Sao Paulo,SP
10285,SP- 19611,9280,Santo Andre,SP
10286,MG- 672,37200,Lavras,MG
10287,RJ- 9573,20271,Rio De Janeiro,RJ
10288,RS- 3635,95032,Caxias Do Sul,RS
10289,DF- 51,72641,Brasilia,DF
10290,RJ- 10649,27966,Macae,RJ
10291,SP- 22990,6542,Santana De Parnaiba,SP
10292,PR- 4082,81270,Curitiba,PR
10293,RS- 5151,94930,Cachoeirinha,RS
10294,SP- 18212,9070,Santo Andre,SP
10295,RO- 146,76981,Vilhena,RO
10296,SP- 36342,3365,Sao Paulo,SP
10297,SP- 26924,8150,Sao Paulo,SP
10298,RJ- 1920,28080,Campos Dos Goytacazes,RJ
10299,RJ- 9367,28010,Campos Dos Goytacazes,RJ
10300,PI- 35,64049,Teresina,PI
10301,SP- 23841,8440,Sao Paulo,SP
10302,CE- 294,62150,Santana Do Acarau,CE
10303,SP- 21220,14940,Ibitinga,SP
10304,DF- 1238,71929,Brasilia,DF
10305,RJ- 9889,24241,Niteroi,RJ
10306,SP- 23654,12240,Sao Jose Dos Campos,SP
10307,SP- 15925,9911,Diadema,SP
10308,BA- 1672,41815,Salvador,BA
10309,SP- 20590,7095,Guarulhos,SP
10310,RS- 1718,95043,Caxias Do Sul,RS
10311,SP- 4199,7161,Guarulhos,SP
10312,SP- 26331,2808,Sao Paulo,SP
10313,BA- 673,40150,Salvador,BA
10314,SP- 34620,12224,Sao Jose Dos Campos,SP
10315,SP- 17649,5730,Sao Paulo,SP
10316,RJ- 11064,20910,Rio De Janeiro,RJ
10317,RS- 1797,95110,Caxias Do Sul,RS
10318,SP- 23462,7132,Guarulhos,SP
10319,GO- 154,75023,Anapolis,GO
10320,SC- 105,88802,Criciuma,SC
10321,PI- 465,64013,Teresina,PI
10322,SP- 6005,17700,Osvaldo Cruz,SP
10323,SP- 3462,13175,Sumare,SP
10324,RJ- 12002,28890,Rio Das Ostras,RJ
10325,MT- 361,78093,Cuiaba,MT
10326,SP- 13790,5468,Sao Paulo,SP
10327,MG- 3390,35603,Araujos,MG
10328,SC- 116,88495,Garopaba,SC
10329,RJ- 6628,22061,Rio De Janeiro,RJ
10330,SP- 26068,4531,Sao Paulo,SP
10331,SC- 3330,88106,Sao Jose,SC
10332,RS- 681,94190,Gravatai,RS
10333,RJ- 12468,27321,Barra Mansa,RJ
10334,SP- 34597,6823,Embu Das Artes,SP
10335,MG- 2146,31070,Belo Horizonte,MG
10336,PI- 490,64053,Teresina,PI
10337,RO- 85,76890,Jaru,RO
10338,SP- 16756,17511,Marilia,SP
10339,BA- 311,40157,Salvador,BA
10340,SP- 28894,5797,Sao Paulo,SP
10341,PE- 1138,55192,Santa Cruz Do Capibaribe,PE
10342,SP- 10261,8121,Sao Paulo,SP
10343,SP- 19216,2242,Sao Paulo,SP
10344,MG- 2726,30720,Belo Horizonte,MG
10345,SP- 7630,13412,Piracicaba,SP
10346,RJ- 5512,22051,Rio De Janeiro,RJ
10347,RJ- 540,22290,Rio De Janeiro,RJ
10348,RJ- 11624,28625,Nova Friburgo,RJ
10349,SP- 31202,9750,Sao Bernardo Do Campo,SP
10350,PR- 1515,83260,Matinhos,PR
10351,MS- 530,79500,Paranaiba,MS
10352,SP- 14529,17120,Agudos,SP
10353,MG- 3244,36420,Ouro Branco,MG
10354,SP- 13048,12225,Sao Jose Dos Campos,SP
10355,DF- 1367,70200,Brasilia,DF
10356,SP- 16759,5016,Sao Paulo,SP
10357,SC- 2038,88868,Nossa Senhora De Caravaggio,SC
10358,MS- 159,79380,Miranda,MS
10359,MG- 2443,39404,Montes Claros,MG
10360,PI- 166,64218,Parnaiba,PI
10361,SP- 16829,15670,Populina,SP
10362,SE- 305,49097,Aracaju,SE
10363,SP- 30853,13059,Campinas,SP
10364,RJ- 12509,22030,Rio De Janeiro,RJ
10365,BA- 1467,45920,Nova Vicosa,BA
10366,PR- 1229,87300,Campo Mourao,PR
10367,BA- 963,41190,Salvador,BA
10368,MG- 5297,37701,Pocos De Caldas,MG
10369,SP- 11876,1410,Sao Paulo,SP
10370,PA- 495,66087,Belem,PA
10371,SP- 194,8240,Sao Paulo,SP
10372,SP- 25814,4608,Sao Paulo,SP
10373,SP- 14505,15900,Taquaritinga,SP
10374,SP- 13786,6730,Vargem Grande Paulista,SP
10375,PR- 4264,87083,Maringa,PR
10376,RJ- 11517,23070,Rio De Janeiro,RJ
10377,SP- 1178,5267,Sao Paulo,SP
10378,SP- 1616,3413,Sao Paulo,SP
10379,CE- 245,60822,Fortaleza,CE
10380,MG- 4921,35300,Caratinga,MG
10381,BA- 58,44065,Feira De Santana,BA
10382,SP- 1517,19274,Primavera,SP
10383,RS- 4635,93600,Estancia Velha,RS
10384,SP- 1550,18720,Paranapanema,SP
10385,PR- 4038,87990,Diamante Do Norte,PR
10386,MG- 2348,31720,Belo Horizonte,MG
10387,MG- 9564,30535,Belo Horizonte,MG
10388,GO- 1370,75093,Anapolis,GO
10389,SC- 1420,88020,Florianopolis,SC
10390,MG- 8287,31650,Belo Horizonte,MG
10391,SP- 13641,8550,Poa,SP
10392,PR- 2317,84268,Telemaco Borba,PR
10393,MG- 9880,30180,Belo Horizonte,MG
10394,MS- 2,79043,Campo Grande,MS
10395,SP- 34922,7162,Guarulhos,SP
10396,SE- 69,49535,Sao Miguel Do Aleixo,SE
10397,RJ- 5918,22451,Rio De Janeiro,RJ
10398,RJ- 2768,25946,Guapimirim,RJ
10399,MG- 6251,39860,Nanuque,MG
10400,MG- 8017,33855,Ribeirao Das Neves,MG
10401,MG- 512,37132,Alfenas,MG
10402,RO- 232,76980,Vilhena,RO
10403,RJ- 9124,25900,Mage,RJ
10404,SP- 32089,4827,Sao Paulo,SP
10405,SP- 25468,13050,Campinas,SP
10406,SP- 37497,8810,Mogi Das Cruzes,SP
10407,MG- 11538,39750,Sabinopolis,MG
10408,SP- 4542,13218,Jundiai,SP
10409,RJ- 9944,23052,Rio De Janeiro,RJ
10410,MG- 6215,35681,Itauna,MG
10411,SP- 19931,13015,Campinas,SP
10412,ES- 1705,29070,Vitoria,ES
10413,RJ- 139,28010,Campos Dos Goytacazes,RJ
10414,SP- 11409,2303,Sao Paulo,SP
10415,SP- 2997,11630,Ilhabela,SP
10416,SP- 16412,13054,Campinas,SP
10417,PR- 2355,81560,Curitiba,PR
10418,RJ- 2412,22750,Rio De Janeiro,RJ
10419,RJ- 3978,21071,Rio De Janeiro,RJ
10420,BA- 2234,44850,Morro Do Chapeu,BA
10421,SP- 27196,17013,Bauru,SP
10422,RJ- 7186,20750,Rio De Janeiro,RJ
10423,RS- 3401,96925,Ibarama,RS
10424,SP- 39974,11940,Jacupiranga,SP
10425,SC- 2332,88130,Palhoca,SC
10426,SP- 7764,4823,Sao Paulo,SP
10427,SP- 26397,13070,Campinas,SP
10428,SP- 5925,11320,Sao Vicente,SP
10429,RJ- 9797,20940,Rio De Janeiro,RJ
10430,SP- 29154,3008,Sao Paulo,SP
10431,SC- 2513,88010,Florianopolis,SC
10432,SP- 36206,5128,Sao Paulo,SP
10433,SC- 2272,89162,Rio Do Sul,SC
10434,SP- 25910,13087,Campinas,SP
10435,GO- 832,73850,Cristalina,GO
10436,SP- 1352,15900,Taquaritinga,SP
10437,PR- 962,81330,Curitiba,PR
10438,SP- 14407,11045,Santos,SP
10439,MG- 5669,35500,Divinopolis,MG
10441,RN- 205,59068,Natal,RN
10442,SP- 7776,13183,Hortolandia,SP
10443,SP- 35101,11020,Santos,SP
10444,MG- 8863,37443,Baependi,MG
10445,PR- 919,87083,Maringa,PR
10446,SP- 12476,9667,Sao Bernardo Do Campo,SP
10447,SE- 17,49180,Santo Amaro Das Brotas,SE
10448,BA- 635,45310,Ubaira,BA
10449,SP- 33797,9855,Sao Bernardo Do Campo,SP
10450,SP- 9521,3951,Sao Paulo,SP
10451,SP- 6010,14270,Santa Rosa De Viterbo,SP
10452,SP- 33755,13041,Campinas,SP
10453,SP- 34670,7060,Guarulhos,SP
10454,BA- 3043,48906,Juazeiro,BA
10455,SP- 36389,7272,Guarulhos,SP
10456,SE- 326,49500,Itabaiana,SE
10457,SP- 13707,18600,Botucatu,SP
10458,SP- 9355,8250,Sao Paulo,SP
10459,SP- 40521,14055,Ribeirao Preto,SP
10460,SP- 23428,8225,Sao Paulo,SP
10461,MG- 11472,37704,Pocos De Caldas,MG
10462,PA- 714,68750,Curuca,PA
10463,SP- 20555,4167,Sao Paulo,SP
10464,SP- 14938,13323,Salto,SP
10465,PR- 2530,85811,Cascavel,PR
10466,GO- 1879,74413,Goiania,GO
10467,SC- 233,88036,Florianopolis,SC
10468,MG- 733,32371,Contagem,MG
10469,RJ- 8580,27273,Volta Redonda,RJ
10470,SP- 29426,13052,Campinas,SP
10471,MG- 10948,35680,Itauna,MG
10472,RJ- 2470,20520,Rio De Janeiro,RJ
10473,SP- 15587,4902,Sao Paulo,SP
10474,PR- 2209,83750,Lapa,PR
10475,SP- 38162,13710,Tambau,SP
10476,ES- 312,29920,Rio Bananal,ES
10477,SP- 26842,13035,Campinas,SP
10478,SP- 25965,13960,Socorro,SP
10479,RJ- 10337,20735,Rio De Janeiro,RJ
10480,SP- 30247,17340,Barra Bonita,SP
10481,RJ- 3629,24220,Niteroi,RJ
10482,RJ- 7589,24350,Niteroi,RJ
10483,MG- 4769,35290,Mantena,MG
10484,RN- 131,59280,Macaiba,RN
10485,BA- 634,48070,Alagoinhas,BA
10486,MG- 2254,30160,Belo Horizonte,MG
10487,PE- 1135,54330,Jaboatao Dos Guararapes,PE
10488,SP- 13918,3479,Sao Paulo,SP
10489,PR- 3693,85907,Toledo,PR
10490,MG- 4619,38414,Uberlandia,MG
10491,SP- 24959,19600,Rancharia,SP
10492,SP- 1241,13059,Campinas,SP
10493,MG- 1388,30190,Belo Horizonte,MG
10494,SP- 5463,2120,Sao Paulo,SP
10495,SP- 36171,2805,Sao Paulo,SP
10496,SP- 12335,17180,Iacanga,SP
10497,RJ- 10069,28148,Tocos,RJ
10498,RJ- 5439,20560,Rio De Janeiro,RJ
10499,BA- 1111,48904,Juazeiro,BA
10500,SP- 34554,3640,Sao Paulo,SP
10501,PE- 143,52041,Recife,PE
10502,MG- 9250,35162,Ipatinga,MG
10503,SP- 40317,12216,Sao Jose Dos Campos,SP
10504,MG- 2197,30330,Belo Horizonte,MG
10505,SP- 5279,7717,Caieiras,SP
10506,ES- 501,29330,Itapemirim,ES
10507,MG- 10231,38930,Medeiros,MG
10508,SP- 17900,4015,Sao Paulo,SP
10509,SP- 40748,2995,Sao Paulo,SP
10510,SP- 13008,19600,Rancharia,SP
10511,BA- 1068,40150,Salvador,BA
10512,BA- 1556,45200,Jequie,BA
10513,RS- 3168,92420,Canoas,RS
10514,SC- 1077,88050,Florianopolis,SC
10515,SC- 562,88054,Florianopolis,SC
10516,SP- 1959,7190,Guarulhos,SP
10517,PE- 1071,55530,Gameleira,PE
10518,MT- 451,78345,Castanheira,MT
10519,DF- 1456,73092,Brasilia,DF
10520,SP- 13896,11701,Praia Grande,SP
10521,SP- 7676,18074,Sorocaba,SP
10522,RJ- 1553,22231,Rio De Janeiro,RJ
10523,RS- 3341,91550,Porto Alegre,RS
10524,PR- 897,81830,Curitiba,PR
10525,PR- 1435,80250,Curitiba,PR
10526,PI- 116,64200,Parnaiba,PI
10527,SP- 33342,4296,Sao Paulo,SP
10528,ES- 1566,29055,Vitoria,ES
10529,RS- 1286,95240,Ipe,RS
10530,ES- 2020,29135,Viana,ES
10531,MG- 3972,30240,Belo Horizonte,MG
10532,MG- 11574,36420,Ouro Branco,MG
10533,SP- 3731,4427,Sao Paulo,SP
10534,SP- 13788,3582,Sao Paulo,SP
10535,SP- 31044,9371,Maua,SP
10536,ES- 1696,29167,Serra,ES
10537,PE- 528,52120,Recife,PE
10538,SP- 4536,15910,Monte Alto,SP
10539,SP- 13801,4349,Sao Paulo,SP
10540,PR- 4399,85065,Guarapuava,PR
10541,MG- 4450,37705,Pocos De Caldas,MG
10542,SP- 26997,9820,Sao Bernardo Do Campo,SP
10543,SP- 15720,12602,Lorena,SP
10544,RS- 4806,91750,Porto Alegre,RS
10545,BA- 2677,45638,Coaraci,BA
10546,MG- 8508,36190,Merces,MG
10547,BA- 1993,48950,Uaua,BA
10548,BA- 1512,41227,Salvador,BA
10549,SP- 10736,4550,Sao Paulo,SP
10550,SC- 353,89010,Blumenau,SC
10551,MT- 495,78455,Lucas Do Rio Verde,MT
10552,SP- 11485,9181,Santo Andre,SP
10553,DF- 307,70736,Brasilia,DF
10554,SP- 25873,17900,Dracena,SP
10555,SP- 26553,11520,Cubatao,SP
10556,MG- 10747,31260,Belo Horizonte,MG
10557,SC- 3626,88132,Palhoca,SC
10558,SP- 35368,18060,Sorocaba,SP
10559,RJ- 7442,22290,Rio De Janeiro,RJ
10560,SP- 12528,13419,Piracicaba,SP
10561,GO- 866,74325,Goiania,GO
10562,MS- 1,79130,Rio Brilhante,MS
10563,BA- 3367,45658,Ilheus,BA
10564,SP- 4147,6126,Osasco,SP
10565,SP- 17464,4003,Sao Paulo,SP
10566,MG- 3562,31810,Belo Horizonte,MG
10567,SP- 33398,13471,Americana,SP
10568,SP- 6688,11346,Sao Vicente,SP
10569,SP- 33126,11740,Itanhaem,SP
10570,SP- 23725,3808,Sao Paulo,SP
10571,SP- 37045,13483,Limeira,SP
10572,PR- 3076,83709,Araucaria,PR
10573,PR- 1402,81830,Curitiba,PR
10574,RJ- 2645,24436,Sao Goncalo,RJ
10575,SP- 15436,4561,Sao Paulo,SP
10576,RJ- 9884,25935,Mage,RJ
10577,SP- 19824,1455,Sao Paulo,SP
10578,SP- 34879,13053,Campinas,SP
10579,MG- 4140,35903,Itabira,MG
10580,SP- 12699,4150,Sao Paulo,SP
10581,SP- 13156,14500,Ituverava,SP
10582,SP- 35078,14090,Ribeirao Preto,SP
10583,PR- 3815,80220,Curitiba,PR
10584,SP- 9894,11619,Sao Sebastiao,SP
10585,MG- 3113,36900,Manhuacu,MG
10586,MG- 424,36036,Juiz De Fora,MG
10587,BA- 3145,46750,Mucuge,BA
10588,BA- 3158,41925,Salvador,BA
10589,MG- 6149,30421,Belo Horizonte,MG
10590,PR- 3688,81540,Curitiba,PR
10591,RO- 229,76962,Cacoal,RO
10592,BA- 2405,40430,Salvador,BA
10593,SP- 3261,7792,Cajamar,SP
10594,SP- 32848,19700,Paraguacu Paulista,SP
10595,MT- 718,78520,Guaranta Do Norte,MT
10596,SP- 8165,1045,Sao Paulo,SP
10597,SP- 25843,11701,Praia Grande,SP
10598,MG- 8756,35350,Raul Soares,MG
10599,MG- 7737,37925,Piumhii,MG
10600,SP- 29199,3543,Sao Paulo,SP
10601,RJ- 4075,20540,Rio De Janeiro,RJ
10602,RJ- 11722,22240,Rio De Janeiro,RJ
10603,SP- 4095,2022,Sao Paulo,SP
10604,SP- 19993,18021,Sorocaba,SP
10605,MG- 4663,38700,Patos De Minas,MG
10606,DF- 594,72319,Brasilia,DF
10607,MG- 5303,39406,Montes Claros,MG
10608,PR- 1092,81070,Curitiba,PR
10609,SP- 8080,7715,Caieiras,SP
10610,MG- 10606,35690,Florestal,MG
10611,RJ- 8742,22793,Rio De Janeiro,RJ
10612,MG- 4100,37550,Pouso Alegre,MG
10613,SE- 76,49090,Aracaju,SE
10614,RJ- 1376,26220,Nova Iguacu,RJ
10615,RJ- 5925,23073,Rio De Janeiro,RJ
10616,RJ- 8546,20520,Rio De Janeiro,RJ
10617,SP- 28573,18017,Sorocaba,SP
10618,MG- 3730,38410,Uberlandia,MG
10619,PE- 376,53360,Olinda,PE
10620,DF- 1768,71605,Brasilia,DF
10621,MG- 8176,30441,Belo Horizonte,MG
10622,SP- 36066,17011,Bauru,SP
10623,MG- 7669,35660,Para De Minas,MG
10624,SP- 37170,12246,Sao Jose Dos Campos,SP
10625,RS- 1886,96065,Pelotas,RS
10626,SP- 6754,15807,Catanduva,SP
10627,MG- 9850,37200,Lavras,MG
10628,SP- 5606,12280,Cacapava,SP
10629,SP- 18296,15130,Mirassol,SP
10630,RJ- 5078,24738,Sao Goncalo,RJ
10631,SP- 28684,7903,Francisco Morato,SP
10632,RS- 437,99670,Ronda Alta,RS
10633,ES- 1448,29167,Serra,ES
10634,MG- 9891,30170,Belo Horizonte,MG
10635,RJ- 10677,27940,Macae,RJ
10636,SC- 110,88200,Tijucas,SC
10637,MA- 704,65076,Sao Luis,MA
10638,SP- 24248,4258,Sao Paulo,SP
10639,SP- 2007,6020,Osasco,SP
10640,SP- 20151,14020,Ribeirao Preto,SP
10641,PB- 471,58013,Joao Pessoa,PB
10642,MG- 5151,32604,Betim,MG
10643,RJ- 11661,20241,Rio De Janeiro,RJ
10644,SP- 9481,6719,Cotia,SP
10645,MG- 6087,35975,Cocais,MG
10646,MG- 122,32676,Betim,MG
10647,SP- 35820,13484,Limeira,SP
10648,RJ- 7365,20260,Rio De Janeiro,RJ
10649,BA- 3217,44052,Feira De Santana,BA
10650,RJ- 10212,22430,Rio De Janeiro,RJ
10651,SP- 39119,14200,Sao Simao,SP
10652,PR- 4578,83750,Lapa,PR
10653,CE- 113,62400,Camocim,CE
10654,RJ- 11872,26050,Nova Iguacu,RJ
10655,CE- 572,60355,Fortaleza,CE
10656,SP- 31602,16902,Andradina,SP
10657,MG- 10363,36240,Santos Dumont,MG
10658,PA- 262,66080,Belem,PA
10659,RS- 1086,96820,Santa Cruz Do Sul,RS
10660,RS- 1250,94030,Gravatai,RS
10661,SP- 17343,13060,Campinas,SP
10662,RJ- 535,22240,Rio De Janeiro,RJ
10663,BA- 3104,40170,Salvador,BA
10664,PE- 771,51020,Recife,PE
10665,SP- 12690,6390,Carapicuiba,SP
10666,RJ- 12525,20510,Rio De Janeiro,RJ
10667,MG- 5302,39630,Virgem Da Lapa,MG
10668,MS- 652,79051,Campo Grande,MS
10669,MG- 6622,35540,Oliveira,MG
10670,MS- 394,79036,Campo Grande,MS
10671,SP- 31515,4119,Sao Paulo,SP
10672,RN- 314,59151,Parnamirim,RN
10674,ES- 1226,29650,Santa Teresa,ES
10675,PR- 2384,85884,Medianeira,PR
10676,SP- 29732,13255,Itatiba,SP
10677,PR- 692,86920,Kalore,PR
10678,PR- 2007,86071,Londrina,PR
10679,RJ- 8589,28943,Sao Pedro Da Aldeia,RJ
10680,PE- 686,52020,Recife,PE
10681,BA- 420,47850,Luis Eduardo Magalhaes,BA
10682,MG- 4553,32010,Contagem,MG
10683,SP- 39990,8420,Sao Paulo,SP
10684,BA- 3336,44003,Feira De Santana,BA
10685,SC- 1955,89245,Araquari,SC
10686,SP- 35135,11542,Cubatao,SP
10687,SP- 18867,5351,Sao Paulo,SP
10688,RJ- 6085,25730,Petropolis,RJ
10689,RS- 3143,99020,Passo Fundo,RS
10690,SP- 26639,5767,Sao Paulo,SP
10691,SP- 15707,7021,Guarulhos,SP
10692,SP- 22961,5665,Sao Paulo,SP
10693,SC- 3556,88780,Imbituba,SC
10694,SP- 2791,16210,Bilac,SP
10695,SP- 20395,6152,Osasco,SP
10696,MA- 147,65645,Matoes,MA
10697,RS- 4362,99530,Chapada,RS
10698,RJ- 7227,26255,Nova Iguacu,RJ
10699,RS- 2989,96083,Pelotas,RS
10700,AM- 33,69044,Manaus,AM
10701,RJ- 3985,24745,Sao Goncalo,RJ
10702,SC- 1152,89203,Joinville,SC
10703,PE- 678,55450,Lagoa Dos Gatos,PE
10704,RJ- 4467,27580,Itatiaia,RJ
10705,PR- 3402,87010,Maringa,PR
10706,SC- 107,88060,Florianopolis,SC
10707,SP- 32218,3941,Sao Paulo,SP
10708,AM- 141,69037,Manaus,AM
10709,MT- 498,78635,Agua Boa,MT
10710,RJ- 636,22735,Rio De Janeiro,RJ
10711,RJ- 4753,27323,Barra Mansa,RJ
10712,BA- 1347,41600,Salvador,BA
10713,SP- 10997,4784,Sao Paulo,SP
10714,AM- 106,69040,Manaus,AM
10715,SP- 37740,17606,Tupa,SP
10716,RJ- 9851,28633,Nova Friburgo,RJ
10717,MG- 3029,30770,Belo Horizonte,MG
10718,DF- 1025,73105,Brasilia,DF
10719,PR- 1104,87083,Maringa,PR
10720,SP- 16171,11700,Praia Grande,SP
10721,PB- 59,58328,Pedras De Fogo,PB
10722,SC- 478,89266,Jaragua Do Sul,SC
10723,MG- 8604,30130,Belo Horizonte,MG
10724,MG- 2255,36087,Juiz De Fora,MG
10725,SE- 190,49950,Japoata,SE
10726,PR- 466,86027,Londrina,PR
10727,SP- 4129,13184,Hortolandia,SP
10728,SC- 489,89675,Vargem Bonita,SC
10729,BA- 401,42801,Camacari,BA
10730,MG- 5774,30662,Belo Horizonte,MG
10731,SP- 29838,2550,Sao Paulo,SP
10732,SP- 19324,1451,Sao Paulo,SP
10733,TO- 192,77803,Araguaina,TO
10734,RJ- 5124,26298,Nova Iguacu,RJ
10735,SP- 21936,6070,Osasco,SP
10736,RJ- 6140,24230,Niteroi,RJ
10737,MG- 10687,36060,Juiz De Fora,MG
10738,SP- 16988,12320,Jacarei,SP
10739,DF- 1105,72300,Brasilia,DF
10740,DF- 909,71919,Brasilia,DF
10741,SC- 3026,89214,Joinville,SC
10742,SC- 175,89203,Joinville,SC
10743,SP- 12164,15385,Ilha Solteira,SP
10744,PR- 3480,84240,Pirai Do Sul,PR
10745,RJ- 3824,21230,Rio De Janeiro,RJ
10746,SP- 1566,14027,Ribeirao Preto,SP
10747,SP- 33335,2318,Sao Paulo,SP
10748,RJ- 11354,23953,Angra Dos Reis,RJ
10749,RJ- 337,25946,Guapimirim,RJ
10750,SP- 36575,9050,Santo Andre,SP
10751,RN- 408,59900,Pau Dos Ferros,RN
10752,RJ- 4627,23058,Rio De Janeiro,RJ
10753,SP- 26821,2435,Sao Paulo,SP
10754,SP- 19582,6535,Santana De Parnaiba,SP
10755,RJ- 3544,20720,Rio De Janeiro,RJ
10756,SP- 26378,2242,Sao Paulo,SP
10757,SP- 7222,15685,Ouroeste,SP
10758,GO- 1979,76200,Ipora,GO
10759,RS- 204,94435,Viamao,RS
10760,PR- 1083,83900,Sao Mateus Do Sul,PR
10761,SP- 6975,9405,Ribeirao Pires,SP
10762,RJ- 12691,21815,Rio De Janeiro,RJ
10763,BA- 1691,41612,Salvador,BA
10764,MG- 217,38660,Buritis,MG
10765,DF- 575,71937,Brasilia,DF
10766,SP- 15496,4416,Sao Paulo,SP
10767,SP- 31871,3222,Sao Paulo,SP
10768,SP- 22690,3390,Sao Paulo,SP
10769,RS- 2459,97050,Santa Maria,RS
10770,RN- 342,59074,Natal,RN
10771,SP- 28589,9812,Sao Bernardo Do Campo,SP
10772,SP- 31105,3476,Sao Paulo,SP
10773,BA- 2040,41510,Salvador,BA
10774,MG- 6085,35182,Timoteo,MG
10775,MG- 1444,34800,Caete,MG
10776,DF- 1447,72610,Brasilia,DF
10777,SP- 4739,9210,Santo Andre,SP
10778,SP- 22569,8451,Sao Paulo,SP
10779,RJ- 11095,28300,Itaperuna,RJ
10780,ES- 811,29138,Viana,ES
10781,PR- 2963,85884,Medianeira,PR
10782,SP- 20730,19300,Presidente Bernardes,SP
10783,SP- 10005,7134,Guarulhos,SP
10784,PR- 1748,86770,Santa Fe,PR
10785,BA- 2508,41720,Salvador,BA
10786,SP- 14074,5319,Sao Paulo,SP
10787,MS- 355,79830,Dourados,MS
10788,SP- 9205,13179,Sumare,SP
10789,PR- 693,81690,Curitiba,PR
10790,SC- 127,88034,Florianopolis,SC
10791,MA- 131,65030,Sao Luis,MA
10792,RS- 3827,97542,Alegrete,RS
10794,SP- 39569,2119,Sao Paulo,SP
10795,SP- 41353,8042,Sao Paulo,SP
10796,RS- 1260,93510,Novo Hamburgo,RS
10797,MG- 5594,37705,Pocos De Caldas,MG
10798,MG- 3953,35500,Divinopolis,MG
10799,SP- 34957,18275,Tatui,SP
10800,RS- 4412,95082,Caxias Do Sul,RS
10801,MG- 3445,37582,Careacu,MG
10802,SC- 2303,89032,Blumenau,SC
10803,MG- 8023,39565,Rubelita,MG
10804,RS- 409,93490,Novo Hamburgo,RS
10805,SP- 11897,1048,Sao Paulo,SP
10806,MG- 4564,32242,Contagem,MG
10807,SC- 824,88345,Camboriu,SC
10808,SP- 4877,6730,Vargem Grande Paulista,SP
10809,RJ- 4302,27947,Macae,RJ
10810,BA- 3293,45465,Teolandia,BA
10811,MA- 644,65071,Sao Luis,MA
10812,SP- 26380,12243,Sao Jose Dos Campos,SP
10813,MG- 6921,38402,Uberlandia,MG
10814,SP- 4190,12091,Taubate,SP
10815,RJ- 6905,24230,Niteroi,RJ
10816,SP- 4711,2842,Sao Paulo,SP
10817,RS- 3672,91510,Porto Alegre,RS
10818,SP- 27947,15130,Mirassol,SP
10819,SC- 3562,88015,Florianopolis,SC
10820,MG- 9068,35540,Oliveira,MG
10821,MG- 9659,32071,Contagem,MG
