products_id,product_category_name,total_price,total_freight_value,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_width_cm,product_height_cm
8208,perfumery,99.90,42.76,60,519,5,1850,32,22,24
8209,pet_shop,49.99,22.06,37,692,6,250,13,16,16
8210,auto,19.00,15.23,55,527,1,100,16,16,6
8211,books_general_interest,38.00,8.11,45,510,1,550,25,18,5
8212,furniture_decor,129.99,23.45,36,170,3,1050,30,30,30
8213,sports_leisure,54.90,17.63,49,1215,1,1063,26,20,25
8214,furniture_decor,25.50,15.10,47,233,4,400,29,23,12
8215,baby,213.00,18.37,28,855,2,1000,30,25,10
8216,furniture_decor,189.90,20.57,40,537,3,1300,31,33,6
8217,fashion_bags_accessories,89.00,7.88,31,101,2,50,16,11,8
8218,cool_stuff,99.99,16.95,54,1018,1,1250,42,15,25
8219,stationery,57.40,15.28,47,74,1,650,36,44,14
8220,electronics,15.00,15.23,46,401,1,150,22,16,11
8221,sports_leisure,35.00,9.34,59,635,9,900,60,15,15
8222,auto,7.50,7.39,57,589,3,250,16,11,2
8223,baby,24.90,13.47,45,664,1,122,17,14,12
8224,toys,29.90,7.78,51,862,4,400,20,20,25
8225,bed_bath_table,40.00,20.75,49,701,1,1300,50,12,12
8226,furniture_decor,249.90,34.23,60,425,1,8400,52,35,18
8227,furniture_decor,59.90,9.42,45,2024,2,600,65,13,11
8228,computers_accessories,84.89,8.33,44,655,1,321,19,13,14
8229,toys,29.99,18.23,42,537,1,484,25,18,16
8230,watches_gifts,1534.90,27.67,48,709,6,547,21,16,12
8231,health_beauty,14.90,9.27,60,400,1,150,60,16,11
8232,health_beauty,110.00,16.74,54,875,1,1050,36,22,12
8233,toys,159.99,9.93,36,474,5,850,35,15,22
8234,musical_instruments,175.25,14.98,57,507,1,200,16,11,9
8235,pet_shop,259.90,51.42,56,486,1,26700,80,46,41
8236,bed_bath_table,64.90,27.40,45,179,2,1250,45,15,10
8237,telephony,48.99,17.00,50,548,2,125,18,14,4
8238,consoles_games,639.00,11.34,37,1172,2,200,16,12,5
8239,auto,149.90,23.92,28,151,1,2233,16,10,13
8240,sports_leisure,47.90,15.10,59,1299,3,500,20,15,10
8241,pet_shop,74.00,12.02,57,498,2,200,20,20,20
8242,watches_gifts,14.90,19.04,48,361,2,200,31,13,4
8243,auto,59.90,14.51,56,651,5,6950,78,47,4
8244,books_technical,65.00,19.42,23,1330,1,1000,24,17,5
8245,electronics,13.30,7.78,39,376,1,175,22,17,13
8246,bed_bath_table,52.64,20.38,55,624,2,450,45,37,5
8247,furniture_decor,249.90,26.59,63,208,2,7600,100,65,7
8248,health_beauty,119.00,15.59,56,1891,1,1100,16,13,15
8249,baby,110.00,24.90,52,1465,3,450,30,30,10
8250,housewares,22.90,16.11,60,361,1,500,32,15,9
8251,pet_shop,144.90,33.46,58,2448,2,1650,45,40,8
8252,auto,19.55,18.24,55,228,1,200,25,16,10
8253,watches_gifts,110.40,15.65,58,731,2,250,16,11,11
8254,auto,79.90,13.68,57,1527,1,667,21,17,17
8255,sports_leisure,175.00,18.80,46,622,2,933,34,38,17
8256,bed_bath_table,149.90,18.30,60,277,1,1950,37,35,8
8257,sports_leisure,129.90,11.77,57,735,2,1100,46,15,10
8258,perfumery,47.64,22.26,42,794,1,550,25,17,15
8259,bed_bath_table,40.00,17.60,48,701,1,1000,50,12,12
8260,toys,79.00,16.31,48,236,1,600,45,35,15
8261,Unkwon_Category,34.90,14.43,0,0,0,200,20,16,16
8262,garden_tools,59.00,18.29,59,448,3,250,36,12,3
8263,housewares,26.90,15.29,58,481,1,585,17,17,14
8264,toys,164.98,25.64,54,1125,3,700,38,27,15
8265,fashion_shoes,84.90,9.00,57,404,4,800,22,33,12
8266,Unkwon_Category,39.95,11.73,0,0,0,1600,38,40,28
8267,furniture_decor,69.90,12.41,63,668,2,550,30,20,5
8268,telephony,59.90,7.78,55,2065,6,150,16,11,5
8269,baby,104.00,11.35,30,1152,2,2000,50,40,25
8270,sports_leisure,126.00,15.76,34,481,1,450,20,15,15
8271,baby,13.50,22.06,47,212,1,288,17,13,9
8272,health_beauty,58.50,18.29,50,993,2,200,20,20,10
8273,computers_accessories,249.99,9.91,57,509,1,375,20,16,10
8274,cool_stuff,599.00,20.44,35,1511,1,1950,28,27,36
8275,fashion_bags_accessories,89.90,13.07,55,951,2,100,16,13,6
8276,sports_leisure,99.90,16.67,56,150,1,1300,60,23,11
8277,health_beauty,733.95,25.54,56,1148,1,2000,30,16,12
8278,bed_bath_table,25.90,10.96,49,147,1,450,40,30,4
8279,watches_gifts,113.00,15.67,40,1291,1,17175,23,12,13
8280,perfumery,139.90,18.86,21,452,1,500,21,15,14
8281,computers_accessories,129.99,9.26,56,568,1,400,21,28,7
8282,garden_tools,54.90,15.13,39,120,2,200,25,12,5
8283,sports_leisure,119.90,155.82,54,523,2,8450,42,47,102
8284,cool_stuff,209.99,18.38,56,708,2,5700,42,36,21
8285,sports_leisure,70.00,25.64,56,615,1,10800,28,11,8
8286,bed_bath_table,99.85,13.72,53,268,2,2500,41,34,9
8287,computers_accessories,25.86,24.84,23,1036,2,200,16,11,2
8288,health_beauty,130.00,12.21,33,443,1,1750,23,22,23
8289,furniture_decor,34.99,9.09,40,94,5,400,16,20,5
8290,furniture_decor,250.00,24.29,61,694,1,5300,30,30,35
8291,baby,279.00,22.37,38,293,2,10000,16,51,61
8292,garden_tools,74.90,25.04,29,1038,5,16300,100,30,25
8293,small_appliances,169.99,18.40,46,3163,3,1025,37,29,26
8294,Unkwon_Category,20.30,9.32,0,0,0,200,16,11,2
8295,computers_accessories,699.90,20.87,54,2052,2,400,16,16,16
8296,health_beauty,58.00,31.12,60,419,1,350,32,11,4
8297,sports_leisure,87.90,19.59,59,199,1,700,30,30,30
8298,housewares,217.00,20.58,60,671,3,3250,24,24,30
8299,bed_bath_table,69.00,18.95,60,306,1,1250,16,16,10
8300,office_furniture,144.90,23.55,59,1219,6,2750,16,36,36
8301,watches_gifts,899.99,21.05,46,263,1,600,16,17,27
8302,health_beauty,64.99,18.71,50,1257,1,350,19,13,12
8303,fashion_male_clothing,199.90,16.61,46,1208,2,875,31,33,22
8304,air_conditioning,99.00,26.99,59,624,5,2000,20,20,10
8305,fashion_shoes,98.70,14.78,37,480,4,1100,16,19,33
8306,furniture_decor,99.80,9.69,47,1722,1,900,53,11,8
8307,housewares,81.99,16.82,43,808,1,2850,30,30,30
8308,costruction_tools_tools,9.88,13.47,40,338,1,450,20,11,2
8309,furniture_decor,31.00,25.63,46,1091,1,900,30,30,30
8310,electronics,32.90,7.45,32,1274,1,250,16,30,10
8311,signaling_and_security,69.99,18.37,48,1219,4,250,17,11,7
8312,Unkwon_Category,61.56,16.19,0,0,0,600,40,30,6
8313,construction_tools_construction,54.90,16.14,55,501,4,600,30,20,12
8314,baby,229.00,24.18,50,509,4,5700,41,49,17
8315,furniture_decor,200.00,84.59,38,166,2,9650,40,40,40
8316,furniture_decor,110.00,15.88,51,567,1,2400,30,27,10
8317,sports_leisure,84.99,19.83,47,638,4,1771,29,30,22
8318,furniture_decor,79.99,19.15,23,910,2,1700,20,15,45
8319,housewares,8.50,14.52,59,691,2,200,16,11,4
8320,stationery,176.00,8.49,47,198,2,50,24,14,7
8321,computers_accessories,89.99,8.39,59,1291,2,250,20,30,5
8322,garden_tools,189.90,17.09,55,287,1,700,18,13,5
8323,housewares,49.00,11.73,55,486,1,1800,22,22,63
8324,health_beauty,64.90,17.73,52,809,1,300,16,16,16
8325,sports_leisure,317.00,35.76,49,1841,5,3100,50,12,39
8326,diapers_and_hygiene,25.00,13.71,58,634,2,600,21,17,12
8327,perfumery,40.99,11.85,45,650,1,75,11,8,11
8328,construction_tools_lights,71.00,27.45,57,1380,1,1650,34,11,33
8329,consoles_games,249.00,13.24,58,1099,1,900,30,40,30
8330,electronics,9.50,14.10,34,372,1,150,25,16,7
8331,baby,189.90,19.63,58,861,1,3350,31,21,43
8332,home_construction,128.00,23.48,55,523,2,5350,40,40,30
8333,stationery,165.10,15.92,38,197,3,1200,40,30,15
8334,toys,38.98,15.11,29,549,1,550,30,16,16
8335,bed_bath_table,1914.58,109.73,55,589,3,24050,80,60,30
8336,furniture_decor,67.50,7.78,39,308,2,2950,40,40,20
8337,housewares,51.90,19.60,49,342,1,1800,31,30,35
8338,stationery,59.00,13.77,60,343,5,350,30,20,20
8339,sports_leisure,132.90,17.37,56,491,1,200,22,22,15
8340,toys,379.90,18.22,63,2314,8,600,21,21,14
8341,bed_bath_table,87.00,4.91,57,275,1,1300,45,35,15
8342,toys,74.99,8.13,25,242,4,200,16,11,8
8343,baby,90.90,67.01,52,233,1,8950,41,40,40
8344,electronics,67.70,19.66,54,1497,7,700,22,11,6
8345,housewares,69.90,11.10,49,707,2,800,25,15,8
8346,health_beauty,84.99,26.90,55,3185,1,2200,23,20,23
8347,furniture_decor,49.90,4.51,55,1260,2,1600,60,11,7
8348,sports_leisure,109.90,13.32,28,218,2,1100,60,15,15
8349,health_beauty,540.00,25.08,49,3901,8,2250,35,35,8
8350,bed_bath_table,165.90,27.71,39,857,4,2450,80,35,16
8351,sports_leisure,139.90,15.73,54,3476,1,2967,20,14,21
8352,musical_instruments,49.00,8.72,59,557,1,650,20,20,20
8353,sports_leisure,65.90,9.21,58,762,4,500,50,30,5
8354,health_beauty,98.00,12.69,43,816,1,1300,33,16,10
8355,sports_leisure,19.90,23.28,60,519,1,700,26,16,16
8356,auto,19.00,7.90,58,237,1,100,16,16,8
8357,garden_tools,552.50,21.12,45,899,1,1680,29,35,24
8358,audio,76.89,14.29,51,207,1,300,16,16,20
8359,furniture_decor,71.90,58.90,58,903,1,700,22,22,5
8360,bed_bath_table,117.00,25.69,51,754,1,9450,38,26,7
8361,bed_bath_table,24.90,11.85,60,58,1,200,20,15,2
8362,pet_shop,58.00,8.66,57,1109,3,150,16,20,20
8363,perfumery,159.90,15.88,51,538,1,500,23,15,8
8364,furniture_decor,66.90,14.64,40,160,3,523,20,20,25
8365,perfumery,8.60,15.23,47,416,1,90,16,18,9
8366,fashion_shoes,27.90,12.46,34,240,12,200,29,16,7
8367,housewares,142.00,21.48,64,320,1,3000,85,50,10
8368,fashion_bags_accessories,29.00,25.63,32,287,3,100,19,17,2
8369,perfumery,195.00,18.94,42,225,2,532,20,16,15
8370,home_confort,129.00,11.92,58,217,3,900,30,30,20
8371,furniture_decor,94.90,15.87,48,184,2,1100,27,27,18
8372,housewares,63.72,17.70,60,562,4,1400,32,28,14
8373,bed_bath_table,39.00,13.85,50,769,2,850,30,20,4
8374,housewares,250.00,170.86,40,564,3,30000,90,80,30
8375,electronics,430.00,81.18,60,2429,1,10800,100,70,20
8376,bed_bath_table,199.90,13.84,62,313,1,3500,45,35,15
8377,sports_leisure,169.90,27.85,43,231,2,2700,60,15,15
8378,auto,38.09,15.10,51,350,1,800,30,30,30
8379,furniture_decor,184.90,27.37,55,1987,3,2550,65,45,8
8380,watches_gifts,299.90,13.60,50,446,2,350,16,11,11
8381,electronics,150.00,13.39,31,736,3,800,35,40,30
8382,auto,10.00,12.48,34,102,1,500,16,15,9
8383,bed_bath_table,96.40,13.76,29,296,1,900,60,50,15
8384,sports_leisure,25.00,8.34,55,513,1,350,24,12,4
8385,bed_bath_table,76.50,15.69,51,750,1,800,16,16,10
8386,furniture_decor,49.90,11.85,52,283,3,200,24,12,2
8387,perfumery,179.90,20.45,41,909,1,383,21,22,16
8388,luggage_accessories,45.00,14.29,41,156,1,6700,50,40,20
8389,watches_gifts,359.90,20.40,50,674,2,350,16,11,11
8390,health_beauty,110.00,9.33,48,832,1,350,20,15,15
8391,watches_gifts,199.90,12.01,56,741,2,300,16,20,11
8392,health_beauty,287.70,15.37,45,3752,2,700,29,16,5
8393,toys,94.90,14.83,39,1156,1,500,17,12,10
8394,sports_leisure,69.00,8.64,42,236,1,450,30,20,5
8395,auto,12.50,28.29,53,956,2,500,40,40,40
8396,health_beauty,899.10,14.06,34,933,3,745,27,16,12
8397,sports_leisure,24.90,17.06,52,1392,1,250,16,16,16
8398,telephony,19.95,15.10,47,589,2,100,16,11,3
8399,health_beauty,49.99,15.56,59,1460,1,1200,30,16,30
8400,telephony,25.99,15.10,56,483,1,100,19,11,4
8401,watches_gifts,159.00,12.61,58,809,4,300,16,11,2
8402,bed_bath_table,159.90,23.73,60,298,1,2350,33,37,7
8403,fashion_bags_accessories,27.30,18.64,51,770,1,200,16,11,2
8404,furniture_decor,69.90,56.38,54,532,1,600,65,11,7
8405,perfumery,69.90,11.88,43,354,3,500,37,24,23
8406,telephony,26.90,8.72,51,1570,1,300,16,11,4
8407,telephony,966.90,28.70,56,1613,2,304,19,16,11
8408,health_beauty,199.50,21.89,30,864,3,2500,32,22,14
8409,construction_tools_construction,132.98,14.05,45,1202,1,6250,16,11,2
8410,garden_tools,49.75,20.80,44,152,1,1500,27,23,6
8411,office_furniture,92.96,20.96,56,1119,1,6400,18,51,53
8412,fixed_telephony,109.80,9.52,59,1382,2,666,19,16,17
8413,health_beauty,118.33,18.08,30,1729,1,2400,30,16,12
8414,baby,569.00,123.59,33,746,4,9717,40,25,74
8415,health_beauty,169.39,33.64,55,3059,1,2570,24,21,23
8416,bed_bath_table,114.90,18.05,55,246,1,1500,38,38,10
8417,auto,79.98,34.63,47,1057,1,7320,53,19,53
8418,auto,209.00,17.90,58,154,3,4300,16,48,79
8419,furniture_decor,50.90,13.38,60,473,1,800,30,19,3
8420,toys,166.44,9.86,49,424,3,550,26,17,12
8421,home_appliances,175.00,23.16,58,1005,3,200,30,15,10
8422,bed_bath_table,40.99,13.87,52,652,2,650,16,16,10
8423,health_beauty,165.00,33.30,54,3253,1,2500,16,16,16
8424,computers_accessories,19.99,14.10,60,343,3,100,18,13,5
8425,consoles_games,5.99,16.79,49,243,1,200,26,16,7
8426,sports_leisure,54.90,14.13,35,500,6,500,30,15,12
8427,sports_leisure,89.99,13.92,45,1771,1,550,20,20,20
8428,Unkwon_Category,29.90,15.10,0,0,0,200,16,13,10
8429,sports_leisure,65.99,12.59,53,100,1,500,22,22,15
8430,housewares,49.00,23.24,27,840,1,1000,22,18,10
8431,sports_leisure,59.90,14.50,39,626,1,980,52,13,12
8432,sports_leisure,65.90,16.22,29,1318,1,400,34,16,16
8433,stationery,89.00,17.87,44,366,3,1500,38,28,30
8434,stationery,89.00,29.41,56,275,5,7150,60,29,20
8435,sports_leisure,132.00,15.67,63,924,5,300,25,18,12
8436,furniture_decor,69.99,23.36,54,694,1,1200,34,22,8
8437,garden_tools,68.26,51.20,57,794,1,350,23,16,8
8438,telephony,94.90,18.76,55,2428,3,100,13,13,20
8439,fashion_bags_accessories,29.90,16.79,48,731,1,300,16,11,2
8440,computers_accessories,200.00,20.59,55,512,1,700,30,15,15
8441,perfumery,19.99,25.63,30,138,1,150,22,16,7
8442,baby,108.90,14.84,47,442,1,250,16,16,16
8443,housewares,59.00,6.19,48,1875,4,550,17,15,15
8444,home_confort,219.00,40.46,49,217,3,5350,40,40,20
8445,watches_gifts,39.00,7.78,52,192,5,150,16,20,2
8446,consoles_games,339.00,10.57,56,555,2,500,18,18,12
8447,fashion_bags_accessories,59.90,7.39,45,802,1,100,16,16,5
8448,computers_accessories,244.00,16.46,58,204,1,523,24,19,14
8449,bed_bath_table,59.90,25.70,54,617,2,350,47,35,4
8450,telephony,49.99,16.79,49,613,2,250,19,11,4
8451,perfumery,162.50,16.24,54,354,1,400,26,16,10
8452,toys,39.90,13.37,15,438,2,500,30,25,15
8453,food_drink,15.00,8.27,57,3838,10,800,28,12,12
8454,musical_instruments,59.90,11.91,44,546,3,1450,32,27,14
8455,sports_leisure,89.99,15.38,56,851,5,300,100,20,20
8456,sports_leisure,79.90,15.31,42,394,5,600,32,23,18
8457,christmas_supplies,79.90,18.45,38,1324,1,4500,50,45,8
8458,perfumery,81.90,13.23,38,673,1,150,16,16,16
8459,food,29.15,7.46,57,917,2,200,16,11,7
8460,sports_leisure,120.00,14.59,49,752,1,350,20,14,7
8461,auto,59.00,7.87,44,334,2,125,16,20,20
8462,telephony,19.90,7.11,60,816,1,150,27,20,5
8463,sports_leisure,249.99,16.45,56,1335,5,2000,50,30,17
8464,health_beauty,44.00,15.10,39,798,1,688,17,16,13
8465,toys,139.99,16.74,37,1192,2,900,20,22,20
8466,bed_bath_table,129.00,18.78,60,597,1,6450,30,30,30
8467,furniture_decor,43.99,11.85,28,579,1,7100,37,37,41
8468,telephony,18.99,9.00,42,379,1,100,19,11,3
8469,auto,69.90,17.74,60,703,6,6300,47,23,19
8470,construction_tools_construction,199.00,32.14,49,141,6,9900,54,40,20
8471,bed_bath_table,59.99,18.99,60,216,1,850,36,26,14
8472,home_confort,199.00,12.60,57,243,3,1800,30,30,20
8473,pet_shop,149.00,36.55,48,897,3,17500,74,40,32
8474,furniture_decor,26.00,15.10,64,669,4,200,16,16,16
8475,computers_accessories,190.32,13.46,35,222,1,800,26,24,11
8476,bed_bath_table,88.80,12.07,49,746,1,1000,16,16,10
8477,health_beauty,51.49,15.11,58,651,1,150,23,12,7
8478,construction_tools_construction,36.90,8.27,46,182,1,150,20,25,3
8479,furniture_decor,46.90,17.92,57,229,1,750,42,32,2
8480,sports_leisure,164.00,14.51,38,1936,1,700,18,18,18
8481,sports_leisure,42.90,13.60,58,1156,1,3354,25,19,25
8482,computers_accessories,299.99,28.96,59,1851,8,8900,105,52,12
8483,computers_accessories,233.00,18.88,45,503,1,1150,23,26,19
8484,health_beauty,89.90,15.38,56,863,3,1000,50,20,20
8485,stationery,89.90,21.11,55,381,1,500,22,38,48
8486,toys,208.25,30.08,53,302,2,4000,30,25,45
8487,sports_leisure,63.90,14.20,51,1552,1,350,31,18,18
8488,auto,359.90,25.10,52,655,4,2000,30,30,28
8489,bed_bath_table,124.90,14.96,57,2473,2,1950,43,33,8
8490,telephony,18.99,14.11,44,351,4,100,19,11,3
8491,watches_gifts,277.00,35.74,53,486,2,533,20,11,8
8492,garden_tools,39.90,18.23,60,728,6,550,36,14,5
8493,cool_stuff,65.00,15.89,32,567,1,203,15,14,15
8494,sports_leisure,149.90,23.85,53,354,1,1110,32,23,25
8495,toys,47.90,22.74,58,245,1,300,40,35,15
8496,cool_stuff,238.90,13.17,48,1689,3,700,16,11,2
8497,fashion_male_clothing,52.90,23.52,39,322,1,650,20,20,20
8498,telephony,49.99,7.78,48,509,2,150,19,13,5
8499,furniture_decor,17.90,16.79,56,646,1,300,16,20,30
8500,pet_shop,85.99,14.77,46,379,2,440,16,12,35
8501,books_general_interest,34.90,15.79,53,504,1,200,23,23,3
8502,health_beauty,68.90,15.58,36,1610,1,250,16,11,5
8503,computers_accessories,728.00,29.94,50,961,1,1250,40,22,12
8504,health_beauty,55.92,17.64,53,1451,1,1150,30,16,12
8505,consoles_games,59.00,12.01,60,123,1,600,20,17,11
8506,bed_bath_table,95.00,17.92,39,360,1,1400,51,36,26
8507,health_beauty,66.90,8.90,26,222,1,800,16,15,17
8508,computers_accessories,389.89,29.27,59,185,1,813,28,21,14
8509,garden_tools,60.00,25.24,58,1063,1,472,18,18,19
8510,toys,34.90,18.23,58,1343,3,650,37,23,5
8511,food_drink,12.50,11.85,52,595,1,500,33,27,21
8512,construction_tools_construction,29.90,2.10,49,178,2,160,16,11,10
8513,health_beauty,110.32,13.43,60,919,1,150,22,15,3
8514,housewares,72.00,14.25,50,751,1,6050,30,40,30
8515,stationery,73.90,9.27,53,377,3,1300,17,12,7
8516,computers_accessories,169.90,14.21,43,518,1,700,31,16,16
8517,baby,279.00,24.72,46,1788,7,3425,41,39,45
8518,sports_leisure,33.49,11.85,54,500,1,200,16,11,3
8519,auto,54.90,16.01,54,969,2,2450,25,25,5
8520,baby,379.99,164.93,29,765,2,7950,27,40,44
8521,small_appliances,178.00,28.63,52,1075,1,3350,25,20,20
8522,cool_stuff,265.00,38.77,51,582,1,11600,65,47,19
8523,luggage_accessories,269.90,96.70,24,513,5,9800,42,25,70
8524,small_appliances,89.00,22.55,51,2273,1,500,30,17,19
8525,furniture_decor,125.00,11.90,46,283,1,2000,30,20,30
8526,small_appliances,93.99,15.42,55,1240,2,800,21,18,17
8527,health_beauty,262.39,15.93,59,770,1,1501,28,21,24
8528,baby,49.90,28.76,27,74,3,300,16,11,8
8529,housewares,58.00,12.85,51,444,1,8525,27,28,58
8530,sports_leisure,159.90,15.87,54,1598,1,250,16,16,15
8531,sports_leisure,128.00,18.15,48,687,1,1225,25,22,22
8532,health_beauty,34.99,20.84,38,929,1,1097,18,16,18
8533,housewares,299.90,32.40,54,1942,1,10975,46,45,46
8534,sports_leisure,164.99,21.43,53,661,1,713,29,21,12
8535,fashion_bags_accessories,31.99,15.23,37,243,2,150,16,11,16
8536,books_technical,85.00,16.84,36,417,1,1000,29,20,2
8537,stationery,66.00,7.39,55,679,2,250,16,11,6
8538,health_beauty,230.00,18.61,52,353,1,600,17,17,18
8539,home_appliances_2,159.00,69.82,47,796,3,7300,82,54,10
8540,fashion_male_clothing,139.90,15.73,44,412,2,300,35,20,30
8541,cool_stuff,199.00,18.64,48,330,1,1950,33,19,44
8542,computers_accessories,19.90,9.94,30,271,2,400,23,19,10
8543,computers_accessories,14.99,18.23,49,327,1,150,16,13,23
8544,health_beauty,760.00,10.87,40,434,1,1050,25,15,11
8545,bed_bath_table,199.90,26.24,54,289,1,2900,35,34,9
8546,computers_accessories,56.99,9.15,44,390,1,950,35,12,18
8547,furniture_decor,150.00,18.93,34,593,1,500,28,18,8
8548,furniture_decor,44.90,19.32,60,463,3,550,33,16,16
8549,sports_leisure,135.00,19.49,60,1552,3,1450,105,15,15
8550,telephony,29.99,7.39,60,777,6,350,17,12,4
8551,perfumery,29.59,8.37,51,273,1,350,19,16,13
8552,stationery,59.90,15.63,55,1349,2,1000,27,20,10
8553,watches_gifts,158.90,18.99,56,602,1,175,22,15,11
8554,sports_leisure,74.99,28.92,52,628,7,1800,25,40,30
8555,toys,19.90,7.39,49,911,3,200,20,25,25
8556,watches_gifts,1399.00,25.00,58,485,3,1000,17,16,10
8557,office_furniture,159.99,69.93,56,1287,1,10025,57,22,55
8558,watches_gifts,22.90,29.55,48,363,1,400,16,11,2
8559,furniture_decor,134.90,43.52,60,1492,3,2450,105,70,3
8560,toys,79.90,15.66,44,429,6,400,20,20,10
8561,small_appliances,890.00,92.85,40,757,2,7600,35,40,35
8562,garden_tools,599.99,34.95,63,477,1,9400,64,52,16
8563,home_appliances_2,183.38,27.58,39,453,2,6100,60,48,8
8564,Unkwon_Category,29.90,17.06,0,0,0,150,22,14,14
8565,toys,122.61,38.41,55,394,2,2000,50,30,15
8566,watches_gifts,102.90,13.16,27,178,1,314,18,14,11
8567,toys,155.90,12.43,43,258,1,4480,46,35,29
8568,telephony,24.99,7.39,58,734,3,250,17,12,4
8569,baby,388.00,31.03,59,867,3,10750,38,44,47
8570,bed_bath_table,49.00,14.44,54,279,1,950,40,20,20
8571,stationery,25.00,7.39,36,41,1,100,16,16,5
8572,musical_instruments,45.87,19.95,60,745,1,200,38,11,5
8573,computers_accessories,209.90,15.55,36,347,1,837,37,14,14
8574,computers_accessories,13.99,15.23,59,1170,1,100,16,14,4
8575,bed_bath_table,384.00,18.71,60,629,3,8800,33,33,12
8576,telephony,12.47,18.23,49,1438,2,125,19,11,5
8577,pet_shop,89.70,14.93,34,1540,2,700,24,24,20
8578,housewares,16.50,16.11,50,1386,1,400,30,30,40
8579,housewares,39.80,19.32,45,285,3,600,16,12,15
8580,housewares,25.99,37.09,54,388,2,400,30,11,30
8581,bed_bath_table,129.00,21.54,54,473,2,8400,50,25,25
8582,Unkwon_Category,20.30,16.79,0,0,0,200,16,11,2
8583,auto,69.90,14.58,59,695,6,2525,56,32,11
8584,computers_accessories,47.99,19.04,55,1994,2,400,16,11,10
8585,Unkwon_Category,55.30,11.89,0,0,0,200,16,11,2
8586,telephony,11.90,14.52,47,334,2,100,16,11,4
8587,auto,58.90,14.50,56,695,6,6025,56,32,11
8588,sports_leisure,99.00,8.85,59,405,2,330,45,18,6
8589,housewares,64.99,8.29,38,418,1,250,28,12,6
8590,construction_tools_construction,48.90,17.92,42,251,1,400,16,16,16
8591,furniture_decor,15.99,8.72,55,585,1,250,35,20,5
8592,auto,60.90,14.29,51,840,1,5500,45,45,20
8593,garden_tools,209.00,29.86,33,574,1,1650,34,30,12
8594,furniture_living_room,329.48,29.04,60,1151,3,8850,37,61,14
8595,cool_stuff,139.90,50.85,58,404,1,2367,52,28,23
8596,electronics,38.89,22.99,27,628,3,200,16,15,15
8597,telephony,283.20,19.26,47,1258,4,450,23,16,7
8598,furniture_decor,139.90,21.06,63,691,6,6850,46,35,31
8599,bed_bath_table,49.80,14.10,59,1814,3,250,16,11,22
8600,watches_gifts,117.00,17.07,54,657,1,250,24,14,10
8601,telephony,29.99,14.11,37,565,1,100,19,11,3
8602,electronics,38.99,4.44,60,517,4,200,16,14,6
8603,sports_leisure,22.90,16.79,33,150,1,300,16,11,25
8604,construction_tools_construction,219.00,60.54,59,145,6,9700,44,33,15
8605,health_beauty,99.85,16.46,45,670,1,736,16,14,12
8606,bed_bath_table,75.00,35.66,55,514,1,2300,25,25,25
8607,furniture_decor,74.90,19.49,61,198,6,1550,31,26,11
8608,sports_leisure,78.80,27.09,38,1182,1,567,24,20,19
8609,health_beauty,19.00,8.88,45,1364,1,650,20,15,15
8610,telephony,29.99,17.78,45,702,4,100,19,11,3
8611,sports_leisure,18.99,7.78,60,220,2,300,20,20,5
8612,construction_tools_construction,22.97,12.79,60,1988,3,450,16,11,14
8613,toys,139.80,20.16,49,403,4,6800,20,16,25
8614,garden_tools,53.90,27.55,56,348,2,1550,30,30,22
8615,telephony,29.90,14.52,55,712,2,200,20,20,20
8616,electronics,70.00,16.93,42,943,1,200,20,20,20
8617,pet_shop,99.99,16.46,47,190,2,1100,20,16,20
8618,bed_bath_table,15.90,19.38,40,175,3,98,25,19,8
8619,home_construction,56.90,18.50,57,1493,1,300,23,11,9
8620,perfumery,41.90,16.11,58,598,2,700,43,27,16
8621,pet_shop,42.99,13.88,50,776,4,800,50,50,5
8622,telephony,18.90,7.40,59,1323,2,50,18,11,6
8623,agro_industry_and_commerce,425.00,60.76,54,2352,3,5800,30,20,30
8624,auto,49.90,12.79,50,1063,3,150,25,14,3
8625,watches_gifts,55.00,15.49,59,160,5,200,16,20,2
8626,sports_leisure,102.90,29.12,48,513,1,1250,40,20,20
8627,musical_instruments,39.90,15.10,60,283,6,350,16,20,4
8628,small_appliances,377.00,22.72,49,1274,7,3767,34,28,36
8629,cool_stuff,64.90,38.50,58,598,4,650,28,14,9
8630,bed_bath_table,189.90,15.50,59,539,2,3550,45,35,15
8631,cool_stuff,68.90,14.65,33,835,2,592,23,14,14
8632,fashion_bags_accessories,28.00,15.10,43,226,1,200,24,16,9
8633,fixed_telephony,32.99,16.05,20,287,3,100,19,11,3
8634,furniture_decor,104.90,16.49,56,279,1,1000,40,30,10
8635,bed_bath_table,11.99,8.72,31,1325,2,200,25,20,5
8636,toys,97.40,25.17,46,308,1,167,19,15,15
8637,construction_tools_construction,49.99,24.29,59,338,1,1400,20,20,8
8638,watches_gifts,775.00,19.18,31,528,3,500,23,19,15
8639,furniture_decor,99.00,32.93,52,747,4,13200,40,40,60
8640,Unkwon_Category,85.99,21.09,0,0,0,2300,29,25,13
8641,telephony,14.90,15.10,31,750,1,100,18,11,6
8642,health_beauty,119.90,15.59,46,1666,2,2350,16,20,10
8643,watches_gifts,189.00,15.49,53,657,2,246,18,13,11
8644,auto,56.90,9.09,22,661,3,400,53,41,3
8645,perfumery,109.99,13.79,35,389,1,378,20,16,15
8646,fashion_bags_accessories,23.20,41.01,27,98,1,200,16,15,3
